Fecha,Hora,Magnitud,Latitud,Longitud,Profundidad,Referencia de localizacion,Fecha UTC,Hora UTC,Estatus
2005-01-01,04:38:43,4.0,18.41,-103.25,16.0,"42 km al SUR de COALCOMAN, MICH",2005-01-01,10:38:43,revisado
2005-01-01,18:09:14,3.6,19.17,-104.42,43.0,"17 km al SURESTE de CIHUATLAN, JAL",2005-01-02,00:09:14,revisado
2005-01-01,21:37:20,4.0,16.12,-97.63,13.0,"24 km al NOROESTE de RIO GRANDE, OAX",2005-01-02,03:37:20,revisado
2005-01-02,00:12:01,3.7,16.95,-94.96,118.0,"12 km al NORESTE de MATIAS ROMERO, OAX",2005-01-02,06:12:01,revisado
2005-01-02,01:10:47,4.1,15.22,-92.81,115.0,"26 km al SURESTE de MAPASTEPEC, CHIS",2005-01-02,07:10:47,revisado
2005-01-02,14:58:48,4.0,32.35,-115.22,6.0,"13 km al NOROESTE de GPE VICTORIA(KM.43), BC",2005-01-02,20:58:48,revisado
2005-01-03,10:14:05,4.0,16.1,-98.85,4.0,"80 km al SUROESTE de OMETEPEC, GRO",2005-01-03,16:14:05,revisado
2005-01-03,22:58:43,3.9,16.86,-99.74,42.0,"17 km al ESTE de ACAPULCO, GRO",2005-01-04,04:58:43,revisado
2005-01-04,02:50:10,3.7,17.86,-99.38,52.0,"28 km al NORESTE de ZUMPANGO DEL RIO, GRO",2005-01-04,08:50:10,revisado
2005-01-04,06:27:51,4.6,17.26,-94.34,163.0,"77 km al SUROESTE de LAS CHOAPAS, VER",2005-01-04,12:27:51,revisado
2005-01-04,21:37:56,3.2,27.75,-104.99,5.0,"19 km al NORESTE de SANTA ROSALIA, CHIH",2005-01-05,03:37:56,revisado
2005-01-04,22:48:52,4.1,17.01,-95.3,106.0,"31 km al NOROESTE de MATIAS ROMERO, OAX",2005-01-05,04:48:52,revisado
2005-01-05,08:00:38,3.8,17.83,-102.14,6.0,"16 km al SURESTE de CD LAZARO CARDENAS, MICH",2005-01-05,14:00:38,revisado
2005-01-05,13:26:48,3.9,16.21,-99.39,16.0,"65 km al SUR de SAN MARCOS, GRO",2005-01-05,19:26:48,revisado
2005-01-05,18:02:19,5.3,19.43,-109.15,10.0,"391 km al SUR de CABO SAN LUCAS, BCS",2005-01-06,00:02:19,revisado
2005-01-05,18:04:09,5.2,19.64,-109.11,10.0,"369 km al SUR de CABO SAN LUCAS, BCS",2005-01-06,00:04:09,revisado
2005-01-05,21:46:38,4.5,13.58,-93.06,15.0,"156 km al SUROESTE de CD HIDALGO, CHIS",2005-01-06,03:46:38,revisado
2005-01-05,22:35:45,4.1,15.1,-92.23,138.0,"14 km al NOROESTE de CACAHOATAN, CHIS",2005-01-06,04:35:45,revisado
2005-01-06,02:16:28,4.1,17.23,-93.74,212.0,"59 km al NORTE de CINTALAPA, CHIS",2005-01-06,08:16:28,revisado
