fecha,Hora,magnitud,latitud,longitud,profundidad,estado,distancia_km,clasificacion_magnitud,Referencia de localizacion
2021-12-22,17:22:57,6.0,18.7157,-107.161,10.0,JAL,279.0,strong,"279 km al OESTE de CIHUATLAN, JAL"
1995-12-11,13:44:10,6.0,18.73,-105.74,21.0,JAL,136.0,strong,"136 km al SUROESTE de CIHUATLAN, JAL"
2022-12-11,08:31:32,6.0,17.1298,-100.627,24.4,GRO,10.0,strong,"10 km al SUR de TECPAN, GRO"
1975-04-23,05:14:48,6.0,16.34,-98.87,11.0,GRO,62.0,strong,"62 km al SUROESTE de OMETEPEC, GRO"
2023-10-06,23:06:57,6.0,17.0463,-95.0868,110.5,OAX,20.0,strong,"20 km al NORTE de MATIAS ROMERO, OAX"
2018-02-19,00:56:58,6.0,16.2477,-97.775,10.2,OAX,31.0,strong,"31 km al SURESTE de PINOTEPA NACIONAL, OAX"
2000-12-03,22:42:11,6.0,14.27,-94.09,7.0,CHIS,183.0,strong,"183 km al SUROESTE de MAPASTEPEC, CHIS"
1999-12-12,11:57:31,6.0,14.54,-91.61,136.0,CHIS,60.0,strong,"60 km al ESTE de CD HIDALGO, CHIS"
2000-07-21,01:13:39,6.0,18.09,-98.97,48.0,PUE,45.0,strong,"45 km al SUROESTE de CHIAUTLA DE TAPIA, PUE"
1987-07-15,01:16:13,6.0,17.39,-97.26,68.0,OAX,46.0,strong,"46 km al NORESTE de H TLAXIACO, OAX"
1974-10-24,18:05:34,6.0,15.84,-93.48,100.0,CHIS,34.0,strong,"34 km al NOROESTE de PIJIJIAPAN, CHIS"
1993-05-14,21:11:56,6.0,16.47,-98.72,15.0,GRO,41.0,strong,"41 km al SUROESTE de OMETEPEC, GRO"
2025-08-09,14:41:00,6.0,13.501,-92.602,38.5,CHIS,139.0,strong,"139 km al SUROESTE de CD HIDALGO, CHIS "
1997-12-16,05:48:29,6.0,15.7,-99.04,16.0,GRO,127.0,strong,"127 km al SURESTE de SAN MARCOS, GRO"
2025-08-02,11:58:46,5.9,16.976,-96.361,74.1,OAX,13.0,moderate,"13 km al ESTE de TLACOLULA, OAX "
1983-04-14,01:19:28,5.9,14.01,-91.72,33.0,CHIS,87.0,moderate,"87 km al SURESTE de CD HIDALGO, CHIS"
1979-03-30,18:28:30,5.9,14.56,-92.72,96.0,CHIS,63.0,moderate,"63 km al OESTE de CD HIDALGO, CHIS"
2004-08-07,06:49:12,5.9,17.05,-95.43,110.0,OAX,46.0,moderate,"46 km al NOROESTE de MATIAS ROMERO, OAX"
2014-09-06,14:22:58,5.9,18.687,-106.952,10.0,JAL,259.0,moderate,"259 km al OESTE de CIHUATLAN, JAL"
2005-05-08,12:07:35,5.9,20.71,-109.36,20.0,BCS,248.0,moderate,"248 km al SUR de CABO SAN LUCAS, BCS"
2005-06-27,06:35:46,5.9,18.86,-107.26,20.0,JAL,287.0,moderate,"287 km al OESTE de CIHUATLAN, JAL"
1982-06-19,00:24:20,5.9,16.0,-95.1,5.0,OAX,23.0,moderate,"23 km al SURESTE de SALINA CRUZ, OAX"
2013-04-21,20:16:34,5.9,17.8568,-102.28,40.5,MICH,13.0,moderate,"13 km al SUROESTE de CD LAZARO CARDENAS, MICH"
2025-05-27,19:30:37,5.9,19.636,-109.017,5.0,BCS,372.0,moderate,"372 km al SUR de CABO SAN LUCAS, BCS "
1975-11-15,09:28:30,5.9,18.23,-102.18,33.0,MICH,24.0,moderate,"24 km al NORTE de LAS GUACAMAYAS, MICH"
2018-07-19,08:31:55,5.9,17.7213,-97.8123,55.6,OAX,10.0,moderate,"10 km al SUROESTE de H HUAJUAPAN DE LEON, OAX"
2003-11-11,22:54:59,5.9,29.41,-113.61,16.0,BCS,167.0,moderate,"167 km al NORESTE de GUERRERO NEGRO, BCS"
2011-07-26,12:44:18,5.9,25.11,-109.64,13.0,SIN,100.0,moderate,"100 km al SUROESTE de LOS MOCHIS, SIN"
2010-10-19,23:09:42,5.9,24.73,-109.23,10.0,SIN,120.0,moderate,"120 km al SUROESTE de G LEYVA SOLANO (BENITO JUAREZ), SIN"
1987-11-14,16:23:01,5.9,19.68,-108.99,52.0,BCS,368.0,moderate,"368 km al SUR de CABO SAN LUCAS, BCS"
2000-03-12,16:21:32,5.9,14.59,-92.97,35.0,CHIS,81.0,moderate,"81 km al SUROESTE de HUIXTLA, CHIS"
2018-02-16,18:36:51,5.9,15.8438,-97.9887,24.3,OAX,55.0,moderate,"55 km al SUR de PINOTEPA NACIONAL, OAX"
2001-11-10,11:09:13,5.9,15.96,-98.17,9.0,OAX,44.0,moderate,"44 km al SUROESTE de PINOTEPA NACIONAL, OAX"
1985-09-15,01:57:53,5.9,17.75,-97.28,56.0,OAX,16.0,moderate,"16 km al SURESTE de TEPELMEME, OAX"
1977-08-19,21:51:54,5.9,16.7,-86.61,36.0,QR,269.0,moderate,"269 km al SURESTE de CHETUMAL, QR"
2018-06-29,22:56:49,5.9,18.879,-105.271,15.7,JAL,84.0,moderate,"84 km al SUROESTE de CIHUATLAN, JAL"
2018-02-09,08:05:48,5.9,18.9507,-104.809,3.5,JAL,41.0,moderate,"41 km al SUROESTE de CIHUATLAN, JAL"
2020-08-04,14:17:54,5.9,13.3183,-92.2393,4.8,CHIS,151.0,moderate,"151 km al SUR de CD HIDALGO, CHIS"
1988-08-03,11:30:11,5.9,18.73,-106.62,16.0,JAL,224.0,moderate,"224 km al OESTE de CIHUATLAN, JAL"
1998-04-20,17:59:17,5.9,18.37,-101.21,66.0,MICH,44.0,moderate,"44 km al SUROESTE de HUETAMO, MICH"
1990-12-30,15:30:32,5.9,18.95,-107.02,34.0,JAL,260.0,moderate,"260 km al OESTE de CIHUATLAN, JAL"
2025-08-10,20:20:59,5.9,14.55,-94.558,10.4,CHIS,190.0,moderate,"190 km al SUROESTE de TONALA, CHIS "
1989-09-16,17:20:56,5.9,16.21,-94.01,93.0,CHIS,12.0,moderate,"12 km al OESTE de ARRIAGA , CHIS"
2000-10-17,15:00:41,5.8,15.38,-92.51,168.0,CHIS,27.0,moderate,"27 km al NORTE de HUIXTLA, CHIS"
1997-12-25,16:16:15,5.8,13.32,-92.37,70.0,CHIS,152.0,moderate,"152 km al SUR de CD HIDALGO, CHIS"
1990-05-31,01:35:30,5.8,17.14,-100.86,27.0,GRO,26.0,moderate,"26 km al SUROESTE de TECPAN, GRO"
1994-05-22,19:41:44,5.8,17.97,-100.67,20.0,GRO,43.0,moderate,"43 km al SUR de CD ALTAMIRANO, GRO"
1993-11-12,18:16:44,5.8,15.63,-99.02,15.0,OAX,130.0,moderate,"130 km al SUROESTE de PINOTEPA NACIONAL, OAX"
2024-10-16,13:41:00,5.8,18.7297,-106.753,5.6,JAL,237.0,moderate,"237 km al OESTE de CIHUATLAN, JAL"
1993-03-05,02:20:55,5.8,28.71,-113.11,10.0,BCS,125.0,moderate,"125 km al NORESTE de GUERRERO NEGRO, BCS"
2023-09-08,10:37:13,5.8,19.266,-105.156,5.0,JAL,62.0,moderate,"62 km al OESTE de CIHUATLAN, JAL"
2023-03-01,22:40:44,5.8,16.1793,-94.5252,88.4,OAX,46.0,moderate,"46 km al SURESTE de UNION HIDALGO, OAX"
2023-08-09,03:33:27,5.8,16.0873,-93.7827,103.1,CHIS,3.0,moderate,"3 km al OESTE de TONALA, CHIS"
1995-06-30,07:41:42,5.8,24.38,-110.25,10.0,BCS,27.0,moderate,"27 km al NORTE de LA PAZ, BCS"
2019-05-31,06:57:26,5.8,18.6877,-106.975,10.0,JAL,261.0,moderate,"261 km al OESTE de CIHUATLAN, JAL"
2019-11-30,01:44:22,5.8,13.762,-92.1601,33.2,CHIS,101.0,moderate,"101 km al SUR de CD HIDALGO, CHIS"
2019-01-21,05:57:19,5.8,15.4165,-94.9038,18.7,OAX,90.0,moderate,"90 km al SURESTE de SALINA CRUZ, OAX"
2021-01-15,10:10:54,5.8,13.94,-92.3257,14.1,CHIS,84.0,moderate,"84 km al SUR de CD HIDALGO, CHIS"
1999-05-05,17:41:31,5.8,14.56,-94.78,16.0,OAX,185.0,moderate,"185 km al SUR de SALINA CRUZ, OAX"
1995-09-06,16:48:55,5.8,15.0,-94.23,20.0,CHIS,130.0,moderate,"130 km al SUROESTE de TONALA, CHIS"
2022-10-02,14:00:23,5.8,23.8765,-108.814,16.0,BCS,128.0,moderate,"128 km al NORESTE de SAN JOSE DEL CABO, BCS"
2019-08-14,16:35:18,5.8,20.4463,-109.265,15.3,BCS,279.0,moderate,"279 km al SUR de CABO SAN LUCAS, BCS"
2017-09-24,05:06:08,5.8,15.0823,-94.3375,15.8,CHIS,127.0,moderate,"127 km al SUROESTE de TONALA, CHIS"
2017-09-09,22:07:21,5.8,15.2322,-94.664,19.2,OAX,120.0,moderate,"120 km al SURESTE de SALINA CRUZ, OAX"
2001-11-13,03:47:34,5.8,22.31,-107.12,16.0,SIN,125.0,moderate,"125 km al SUROESTE de MAZATLAN, SIN"
1986-11-03,08:13:28,5.8,13.08,-90.35,33.0,CHIS,263.0,moderate,"263 km al SURESTE de CD HIDALGO, CHIS"
2019-12-23,09:47:55,5.8,13.6873,-93.218,1.1,CHIS,159.0,moderate,"159 km al SUROESTE de CD HIDALGO, CHIS"
1986-04-07,16:43:34,5.8,15.91,-94.5,25.0,OAX,72.0,moderate,"72 km al SURESTE de UNION HIDALGO, OAX"
1986-06-11,17:14:34,5.8,15.14,-93.51,33.0,CHIS,69.0,moderate,"69 km al SUROESTE de PIJIJIAPAN, CHIS"
2002-02-14,17:23:14,5.8,14.78,-92.8,74.0,CHIS,54.0,moderate,"54 km al SUROESTE de HUIXTLA, CHIS"
2017-09-23,05:38:05,5.8,15.2525,-94.586,35.0,OAX,122.0,moderate,"122 km al SURESTE de SALINA CRUZ, OAX"
2017-09-18,09:19:14,5.8,15.2562,-94.7672,15.0,OAX,112.0,moderate,"112 km al SURESTE de SALINA CRUZ, OAX"
2025-05-13,14:43:06,5.8,18.774,-107.13,5.0,JAL,275.0,moderate,"275 km al OESTE de CIHUATLAN, JAL "
2013-06-16,00:19:02,5.8,18.113,-99.2283,55.1,GRO,24.0,moderate,"24 km al SURESTE de CD DE HUITZUCO, GRO"
2010-02-08,18:47:40,5.8,15.89,-96.86,40.0,OAX,22.0,moderate,"22 km al ESTE de PUERTO ESCONDIDO, OAX"
2007-03-12,20:58:58,5.8,26.45,-110.94,19.0,BCS,63.0,moderate,"63 km al NORESTE de LORETO, BCS"
2005-08-13,21:51:58,5.8,15.99,-98.4,15.0,OAX,54.0,moderate,"54 km al SUROESTE de PINOTEPA NACIONAL, OAX"
1983-05-08,09:05:08,5.8,20.0,-109.34,9.0,BCS,325.0,moderate,"325 km al SUR de CABO SAN LUCAS, BCS"
2009-08-03,13:40:54,5.8,29.42,-113.5,10.0,BCS,171.0,moderate,"171 km al NORESTE de GUERRERO NEGRO, BCS"
2025-05-05,02:28:12,5.8,16.351,-92.953,269.7,CHIS,28.0,moderate,"28 km al SUROESTE de ACALA, CHIS "
2010-10-20,01:58:12,5.8,24.67,-109.13,6.0,SIN,120.0,moderate,"120 km al SUROESTE de GUASAVE, SIN"
2014-03-09,18:37:57,5.8,15.8347,-98.477,4.8,OAX,72.0,moderate,"72 km al SUROESTE de PINOTEPA NACIONAL, OAX"
2015-08-05,04:13:24,5.8,16.0297,-93.9455,89.0,CHIS,21.0,moderate,"21 km al SUROESTE de TONALA, CHIS"
2014-05-21,05:06:15,5.8,17.1215,-95.0733,120.3,OAX,28.0,moderate,"28 km al NORTE de MATIAS ROMERO, OAX"
2025-05-27,15:59:13,5.8,19.524,-108.861,10.0,BCS,388.0,moderate,"388 km al SURESTE de CABO SAN LUCAS, BCS "
2002-11-08,18:14:27,5.8,13.88,-91.89,30.0,CHIS,93.0,moderate,"93 km al SURESTE de CD HIDALGO, CHIS"
2004-01-01,17:58:02,5.8,17.3,-101.36,14.0,GRO,28.0,moderate,"28 km al SUROESTE de PETATLAN, GRO"
2003-01-22,13:41:42,5.8,18.74,-104.55,16.0,COL,42.0,moderate,"42 km al SUROESTE de MANZANILLO, COL"
2003-02-01,10:30:59,5.8,16.51,-93.23,216.0,CHIS,20.0,moderate,"20 km al SUROESTE de SUCHIAPA, CHIS"
2002-10-11,09:41:23,5.8,15.37,-96.04,8.0,OAX,45.0,moderate,"45 km al SUR de CRUCECITA, OAX"
2025-06-18,03:49:24,5.8,14.641,-94.232,18.2,CHIS,159.0,moderate,"159 km al SUROESTE de PIJIJIAPAN, CHIS "
1990-01-05,12:26:56,5.8,18.71,-107.03,10.0,JAL,266.0,moderate,"266 km al OESTE de CIHUATLAN, JAL"
2024-10-25,08:46:28,5.8,14.2852,-92.6763,51.1,CHIS,71.0,moderate,"71 km al SUROESTE de CD HIDALGO, CHIS"
2025-11-28,14:06:08,5.8,15.222,-92.389,137.9,CHIS,12.0,moderate,"12 km al NORESTE de HUIXTLA, CHIS "
1993-05-14,21:09:39,5.8,16.43,-98.74,20.0,GRO,45.0,moderate,"45 km al SUROESTE de OMETEPEC, GRO"
2025-02-05,01:01:19,5.7,13.834,-91.671,41.2,CHIS,107.0,moderate,"107 km al SURESTE de CD HIDALGO, CHIS "
1981-07-21,03:15:00,5.7,15.1,-99.2,40.0,OAX,184.0,moderate,"184 km al SUROESTE de PINOTEPA NACIONAL, OAX"
1975-09-24,11:19:37,5.7,25.15,-109.26,33.0,SIN,76.0,moderate,"76 km al SUROESTE de LOS MOCHIS, SIN"
2026-02-08,15:42:11,5.7,15.909,-96.947,17.0,OAX,14.0,moderate,"14 km al NORESTE de PUERTO ESCONDIDO, OAX "
1993-09-10,12:58:52,5.7,13.8,-92.89,17.0,CHIS,126.0,moderate,"126 km al SUROESTE de CD HIDALGO, CHIS"
2023-09-08,09:53:20,5.7,19.2232,-105.19,2.6,JAL,66.0,moderate,"66 km al OESTE de CIHUATLAN, JAL"
1991-11-11,11:45:53,5.7,17.55,-105.76,5.0,JAL,225.0,moderate,"225 km al SUROESTE de CIHUATLAN, JAL"
1995-12-11,13:11:42,5.7,18.94,-105.64,72.0,JAL,118.0,moderate,"118 km al SUROESTE de CIHUATLAN, JAL"
1989-04-19,08:49:00,5.7,17.9,-105.23,20.0,COL,160.0,moderate,"160 km al SUROESTE de MANZANILLO, COL"
2025-09-25,04:16:24,5.7,17.857,-106.036,13.5,JAL,218.0,moderate,"218 km al SUROESTE de CIHUATLAN, JAL "
2023-12-07,14:03:40,5.7,18.285,-98.753,49.1,PUE,16.0,moderate,"16 km al OESTE de CHIAUTLA DE TAPIA, PUE"
2020-02-01,21:32:44,5.7,13.6932,-93.1072,11.4,CHIS,150.0,moderate,"150 km al SUROESTE de CD HIDALGO, CHIS"
2020-07-23,22:19:51,5.7,15.3645,-96.0543,15.0,OAX,46.0,moderate,"46 km al SUR de CRUCECITA, OAX"
1988-08-03,11:50:43,5.7,18.6,-106.38,20.0,JAL,204.0,moderate,"204 km al SUROESTE de CIHUATLAN, JAL"
2021-03-19,21:06:31,5.7,16.4755,-98.9322,10.7,GRO,60.0,moderate,"60 km al SURESTE de SAN MARCOS, GRO"
1976-02-01,05:14:57,5.7,17.17,-100.19,52.0,GRO,21.0,moderate,"21 km al NOROESTE de COYUCA DE BENITEZ, GRO"
1986-03-24,13:43:23,5.7,18.01,-113.44,9.0,BCS,653.0,moderate,"653 km al SUROESTE de CABO SAN LUCAS, BCS"
2001-12-08,17:36:10,5.7,32.04,-114.91,10.0,BC,33.0,moderate,"33 km al SURESTE de GPE VICTORIA(KM.43), BC"
1977-08-19,20:46:11,5.7,16.61,-86.85,14.0,QR,260.0,moderate,"260 km al SURESTE de CHETUMAL, QR"
1986-09-25,00:15:47,5.7,22.88,-108.83,5.0,BCS,92.0,moderate,"92 km al ESTE de SAN JOSE DEL CABO, BCS"
1986-02-07,15:26:46,5.7,17.4,-102.03,33.0,GRO,58.0,moderate,"58 km al SUROESTE de ZIHUATANEJO, GRO"
1977-09-21,07:15:57,5.7,20.03,-109.15,33.0,BCS,326.0,moderate,"326 km al SUR de CABO SAN LUCAS, BCS"
1976-02-06,12:19:17,5.7,14.76,-90.61,5.0,CHIS,166.0,moderate,"166 km al ESTE de CD HIDALGO, CHIS"
1996-02-25,19:37:32,5.7,15.77,-97.92,14.0,OAX,58.0,moderate,"58 km al SUROESTE de RIO GRANDE, OAX"
2022-03-03,08:40:33,5.7,18.0908,-95.5727,123.1,VER,8.0,moderate,"8 km al NOROESTE de ISLA, VER"
1975-10-28,22:53:58,5.7,16.86,-99.67,33.0,GRO,24.0,moderate,"24 km al ESTE de ACAPULCO, GRO"
2004-01-13,15:28:58,5.7,15.99,-97.15,16.0,OAX,17.0,moderate,"17 km al NOROESTE de PUERTO ESCONDIDO, OAX"
2004-02-18,04:59:20,5.7,24.02,-108.83,16.0,BCS,139.0,moderate,"139 km al NORESTE de SAN JOSE DEL CABO, BCS"
2004-08-18,04:03:10,5.7,16.24,-95.15,51.0,OAX,8.0,moderate,"8 km al NORESTE de SALINA CRUZ, OAX"
2016-06-27,15:50:31,5.7,16.208,-98.003,4.4,OAX,16.0,moderate,"16 km al SURESTE de PINOTEPA NACIONAL, OAX"
2008-04-14,22:03:06,5.7,13.28,-91.0,20.0,CHIS,198.0,moderate,"198 km al SURESTE de CD HIDALGO, CHIS"
2006-09-10,09:56:09,5.7,26.25,-87.26,10.0,QR,555.0,moderate,"555 km al NORTE de ISLA MUJERES, QR"
2009-12-30,12:48:58,5.7,32.48,-115.24,8.0,BC,25.0,moderate,"25 km al NOROESTE de GPE VICTORIA(KM.43), BC"
2009-05-22,14:24:18,5.7,18.11,-98.46,62.0,PUE,26.0,moderate,"26 km al SURESTE de CHIAUTLA DE TAPIA, PUE"
1983-04-14,07:31:14,5.7,15.04,-96.86,15.0,OAX,89.0,moderate,"89 km al SUROESTE de S PEDRO POCHUTLA, OAX"
1978-12-06,08:26:53,5.7,13.56,-92.46,33.0,CHIS,128.0,moderate,"128 km al SUROESTE de CD HIDALGO, CHIS"
2009-04-27,11:46:27,5.7,16.88,-99.62,6.0,GRO,26.0,moderate,"26 km al NOROESTE de SAN MARCOS, GRO"
1983-09-15,04:39:02,5.7,15.97,-93.44,122.0,CHIS,35.0,moderate,"35 km al SUROESTE de VILLAFLORES, CHIS"
1982-12-14,08:11:51,5.7,16.46,-98.51,16.0,GRO,27.0,moderate,"27 km al SUROESTE de OMETEPEC, GRO"
2010-06-14,23:26:58,5.7,32.89,-115.92,19.0,BC,43.0,moderate,"43 km al NOROESTE de SANTA ISABEL, BC"
1979-10-21,23:42:13,5.7,15.36,-99.75,33.0,GRO,163.0,moderate,"163 km al SUR de SAN MARCOS, GRO"
2014-05-24,03:24:46,5.7,16.2002,-98.4073,4.5,OAX,41.0,moderate,"41 km al SUROESTE de PINOTEPA NACIONAL, OAX"
2013-08-06,00:57:43,5.7,14.1845,-91.5988,61.0,CHIS,81.0,moderate,"81 km al SURESTE de CD HIDALGO, CHIS"
2014-03-02,16:17:15,5.7,14.0745,-93.238,11.7,CHIS,135.0,moderate,"135 km al SUROESTE de CD HIDALGO, CHIS"
2012-07-29,07:22:13,5.7,14.0647,-92.7543,16.2,CHIS,94.0,moderate,"94 km al SUROESTE de CD HIDALGO, CHIS"
2012-10-08,01:26:21,5.7,25.155,-109.689,10.0,SIN,99.0,moderate,"99 km al SUROESTE de AHOME, SIN"
1979-01-10,07:24:15,5.7,16.49,-93.99,116.0,CHIS,30.0,moderate,"30 km al NOROESTE de ARRIAGA , CHIS"
2017-05-20,12:58:47,5.7,17.0312,-94.2065,148.0,CHIS,64.0,moderate,"64 km al NOROESTE de CINTALAPA, CHIS"
1978-11-29,14:49:48,5.7,16.19,-96.63,22.0,OAX,16.0,moderate,"16 km al SUR de MIAHUATLAN, OAX"
2014-03-21,18:58:12,5.6,30.3902,-114.084,17.1,BC,101.0,moderate,"101 km al SURESTE de SAN FELIPE, BC"
2012-08-26,15:57:59,5.6,33.087,-115.474,17.0,BC,47.0,moderate,"47 km al NORTE de MEXICALI, BC"
1981-01-15,19:14:57,5.6,15.35,-93.41,33.0,CHIS,43.0,moderate,"43 km al SUROESTE de PIJIJIAPAN, CHIS"
2013-02-20,15:23:09,5.6,18.5043,-103.989,3.2,COL,46.0,moderate,"46 km al SUROESTE de TECOMAN, COL"
2015-09-08,03:03:53,5.6,14.337,-94.1372,5.0,CHIS,179.0,moderate,"179 km al SUROESTE de PIJIJIAPAN, CHIS"
2015-04-28,13:56:54,5.6,17.0213,-95.1868,112.9,OAX,23.0,moderate,"23 km al NOROESTE de MATIAS ROMERO, OAX"
1982-02-07,13:18:17,5.6,29.03,-113.03,9.0,SON,153.0,moderate,"153 km al OESTE de M ALEMAN(LA DOCE), SON"
2013-09-26,01:46:01,5.6,13.9342,-93.6337,7.6,CHIS,180.0,moderate,"180 km al SUROESTE de CD HIDALGO, CHIS"
2015-09-13,02:57:35,5.6,24.972,-109.429,10.0,SIN,101.0,moderate,"101 km al SUROESTE de LOS MOCHIS, SIN"
2011-08-13,02:33:07,5.6,14.42,-94.9,18.0,OAX,197.0,moderate,"197 km al SUR de SALINA CRUZ, OAX"
2014-10-11,11:46:02,5.6,16.027,-95.6517,10.0,OAX,52.0,moderate,"52 km al SUROESTE de SALINA CRUZ, OAX"
2010-10-19,23:15:31,5.6,25.09,-109.23,10.0,SIN,81.0,moderate,"81 km al SUROESTE de LOS MOCHIS, SIN"
2010-04-18,08:30:58,5.6,14.21,-92.47,21.0,CHIS,62.0,moderate,"62 km al SUROESTE de CD HIDALGO, CHIS"
1985-06-12,05:03:08,5.6,15.98,-94.18,33.0,CHIS,41.0,moderate,"41 km al SUROESTE de ARRIAGA , CHIS"
1984-12-19,02:49:59,5.6,15.59,-94.26,60.0,CHIS,77.0,moderate,"77 km al SUROESTE de TONALA, CHIS"
2016-06-01,21:23:07,5.6,18.1385,-105.698,6.2,JAL,171.0,moderate,"171 km al SUROESTE de CIHUATLAN, JAL"
2004-02-25,12:22:19,5.6,13.47,-92.66,10.0,CHIS,144.0,moderate,"144 km al SUROESTE de CD HIDALGO, CHIS"
2017-09-08,23:54:49,5.6,14.7448,-94.0787,23.4,CHIS,140.0,moderate,"140 km al SUROESTE de PIJIJIAPAN, CHIS"
2017-06-14,01:38:47,5.6,13.9842,-93.3278,10.0,CHIS,148.0,moderate,"148 km al SUROESTE de CD HIDALGO, CHIS"
2017-05-20,01:02:12,5.6,17.4888,-105.463,10.0,COL,211.0,moderate,"211 km al SUROESTE de MANZANILLO, COL"
2016-10-23,17:59:29,5.6,18.821,-104.742,13.5,JAL,50.0,moderate,"50 km al SUROESTE de CIHUATLAN, JAL"
2005-02-27,19:05:59,5.6,18.76,-104.6,7.0,COL,44.0,moderate,"44 km al SUROESTE de MANZANILLO, COL"
2004-09-24,09:43:18,5.6,28.44,-112.81,35.0,BCS,133.0,moderate,"133 km al NOROESTE de SANTA ROSALIA, BCS"
2006-04-03,21:30:27,5.6,18.88,-106.86,13.0,JAL,245.0,moderate,"245 km al OESTE de CIHUATLAN, JAL"
2007-11-26,11:41:40,5.6,15.28,-93.36,87.0,CHIS,48.0,moderate,"48 km al SUROESTE de PIJIJIAPAN, CHIS"
2007-04-13,00:42:23,5.6,17.13,-100.38,34.0,GRO,10.0,moderate,"10 km al SURESTE de ATOYAC DE ALVAREZ, GRO"
2007-11-06,00:35:40,5.6,16.93,-100.11,3.0,GRO,9.0,moderate,"9 km al SUROESTE de COYUCA DE BENITEZ, GRO"
2006-11-19,00:59:03,5.6,18.33,-104.36,13.0,COL,79.0,moderate,"79 km al SUROESTE de CD DE ARMERIA, COL"
2006-06-27,08:03:12,5.6,14.94,-94.57,32.0,OAX,153.0,moderate,"153 km al SURESTE de SALINA CRUZ, OAX"
2007-11-26,15:56:12,5.6,18.65,-101.7,54.0,MICH,59.0,moderate,"59 km al SURESTE de NUEVA ITALIA, MICH"
2009-06-03,16:37:37,5.6,19.72,-109.21,8.0,BCS,358.0,moderate,"358 km al SUR de CABO SAN LUCAS, BCS"
2015-11-23,14:41:22,5.6,16.8895,-98.8985,25.6,GRO,53.0,moderate,"53 km al ESTE de SAN MARCOS, GRO"
1979-04-30,00:00:52,5.6,17.04,-102.08,36.0,GRO,87.0,moderate,"87 km al SUROESTE de ZIHUATANEJO, GRO"
1983-08-05,20:26:49,5.6,16.0,-94.09,61.0,CHIS,33.0,moderate,"33 km al SUROESTE de ARRIAGA , CHIS"
2010-01-18,09:40:32,5.6,13.85,-90.66,118.0,CHIS,185.0,moderate,"185 km al SURESTE de CD HIDALGO, CHIS"
1979-06-04,00:26:43,5.6,15.48,-93.9,33.0,CHIS,69.0,moderate,"69 km al SUR de TONALA, CHIS"
2016-05-06,19:18:35,5.6,18.3317,-105.4,5.0,JAL,134.0,moderate,"134 km al SUROESTE de CIHUATLAN, JAL"
2009-09-18,13:46:07,5.6,19.2,-108.53,10.0,JAL,379.0,moderate,"379 km al SUROESTE de PUERTO VALLARTA, JAL"
2015-06-28,10:54:41,5.6,16.5138,-94.896,88.2,OAX,8.0,moderate,"8 km al NOROESTE de UNION HIDALGO, OAX"
2014-10-04,14:16:36,5.6,17.4185,-94.822,145.8,VER,53.0,moderate,"53 km al SURESTE de SAYULA DE ALEMAN, VER"
2012-05-01,11:37:58,5.6,18.2507,-101.085,51.1,GRO,46.0,moderate,"46 km al SUROESTE de CD ALTAMIRANO, GRO"
2002-06-07,12:00:52,5.6,15.91,-96.97,23.0,OAX,12.0,moderate,"12 km al NORESTE de PUERTO ESCONDIDO, OAX"
1985-10-29,09:02:25,5.6,17.79,-102.58,16.0,MICH,38.0,moderate,"38 km al SUROESTE de LA MIRA, MICH"
1977-09-10,04:21:03,5.6,13.52,-91.75,78.0,CHIS,135.0,moderate,"135 km al SURESTE de CD HIDALGO, CHIS"
2017-11-03,05:52:06,5.6,18.7108,-106.519,16.2,JAL,214.0,moderate,"214 km al SUROESTE de CIHUATLAN, JAL"
2020-03-06,21:52:02,5.6,31.6292,-114.327,8.3,BC,82.0,moderate,"82 km al NORESTE de SAN FELIPE, BC"
1976-02-08,02:13:46,5.6,15.57,-88.47,5.0,QR,325.0,moderate,"325 km al SUR de CHETUMAL, QR"
1998-07-07,15:01:35,5.6,23.9,-108.47,16.0,SIN,121.0,moderate,"121 km al SUROESTE de ELDORADO, SIN"
2021-07-03,21:44:57,5.6,21.0463,-106.182,13.0,JAL,108.0,moderate,"108 km al NOROESTE de IXTAPA, JAL"
2000-02-21,10:29:40,5.6,18.76,-107.05,13.0,JAL,267.0,moderate,"267 km al OESTE de CIHUATLAN, JAL"
1999-11-21,00:45:45,5.6,20.36,-109.71,10.0,BCS,281.0,moderate,"281 km al SUR de CABO SAN LUCAS, BCS"
2002-01-30,02:42:04,5.6,18.1,-95.97,109.0,OAX,9.0,moderate,"9 km al OESTE de LOMA BONITA, OAX"
2019-06-22,17:31:38,5.6,14.3878,-93.0508,11.5,CHIS,102.0,moderate,"102 km al SUROESTE de CD HIDALGO, CHIS"
2017-09-11,16:09:13,5.6,15.002,-94.058,16.1,CHIS,118.0,moderate,"118 km al SUROESTE de PIJIJIAPAN, CHIS"
2017-09-19,02:53:10,5.6,14.7945,-94.4245,11.4,CHIS,160.0,moderate,"160 km al SUROESTE de TONALA, CHIS"
1997-01-21,15:19:58,5.6,16.44,-98.15,18.0,OAX,15.0,moderate,"15 km al NOROESTE de PINOTEPA NACIONAL, OAX"
1997-01-16,15:41:10,5.6,17.94,-102.76,25.0,MICH,47.0,moderate,"47 km al OESTE de LA MIRA, MICH"
1996-04-23,01:53:35,5.6,17.11,-101.6,17.0,GRO,59.0,moderate,"59 km al SUROESTE de PETATLAN, GRO"
