fecha,Hora,magnitud,latitud,longitud,profundidad,estado,distancia_km,clasificacion_magnitud,Referencia de localizacion
1919-04-17,14:53:03,6.9,14.5,-91.75,33.0,CHIS,48.0,strong,"48 km al SURESTE de CD HIDALGO, CHIS"
1909-10-31,04:23:00,6.9,17.0,-101.2,33.0,GRO,60.0,strong,"60 km al SUR de PETATLAN, GRO"
1910-09-23,21:32:42,6.9,16.77,-95.9,80.0,OAX,65.0,strong,"65 km al SURESTE de TLACOLULA, OAX"
1900-05-16,14:12:00,6.9,20.0,-105.0,33.0,JAL,71.0,strong,"71 km al NOROESTE de AUTLAN DE NAVARRO, JAL"
1901-03-05,04:45:00,6.9,25.0,-110.0,33.0,BCS,100.0,strong,"100 km al NORESTE de LA PAZ, BCS"
1959-05-24,13:17:43,6.8,17.72,-97.15,80.0,OAX,28.0,strong,"28 km al SURESTE de TEPELMEME, OAX"
1994-03-14,14:51:26,6.8,15.984,-92.432,160.0,CHIS,42.0,strong,"42 km al SURESTE de VENUSTIANO CARRANZA, CHIS"
2012-04-12,02:15:46,6.8,28.8278,-113.164,5.0,BCS,130.0,strong,"130 km al NORESTE de GUERRERO NEGRO, BCS"
1932-12-07,10:22:09,6.8,19.0,-104.0,33.0,COL,8.0,strong,"8 km al NOROESTE de CD DE ARMERIA, COL"
1979-10-27,15:43:26,6.8,13.782,-90.754,65.0,CHIS,180.0,strong,"180 km al SURESTE de CD HIDALGO, CHIS"
1979-10-27,08:36:00,6.8,13.855,-90.857,64.0,CHIS,167.0,strong,"167 km al SURESTE de CD HIDALGO, CHIS"
1951-12-28,03:20:26,6.8,16.9,-98.7,33.0,GRO,39.0,strong,"39 km al NOROESTE de OMETEPEC, GRO"
1934-01-28,13:10:03,6.8,17.0,-100.0,33.0,GRO,9.0,strong,"9 km al ESTE de COYUCA DE BENITEZ, GRO"
1916-11-21,00:25:24,6.8,18.0,-100.0,33.0,GRO,43.0,strong,"43 km al SUROESTE de TELOLOAPAN, GRO"
1918-05-23,05:57:30,6.8,27.0,-111.0,33.0,SON,102.0,strong,"102 km al SUR de H GUAYMAS, SON"
2003-01-20,20:46:54,6.8,13.36,-91.64,17.0,CHIS,156.0,strong,"156 km al SURESTE de CD HIDALGO, CHIS"
1989-04-25,08:29:03,6.8,16.795,-99.275,23.0,GRO,12.0,strong,"12 km al ESTE de SAN MARCOS, GRO"
1983-01-24,02:17:40,6.8,16.165,-95.206,50.0,OAX,2.0,strong,"2 km al SUROESTE de SALINA CRUZ, OAX"
1945-06-27,07:08:20,6.8,27.0,-111.0,33.0,SON,102.0,strong,"102 km al SUR de H GUAYMAS, SON"
1993-09-03,06:35:05,6.7,14.643,-92.804,47.0,CHIS,65.0,strong,"65 km al SUROESTE de TAPACHULA, CHIS"
1931-01-02,03:49:02,6.7,19.0,-107.0,33.0,JAL,257.0,strong,"257 km al SUROESTE de PUERTO VALLARTA, JAL"
1953-12-01,09:18:33,6.7,16.4,-98.85,33.0,GRO,57.0,strong,"57 km al SUROESTE de OMETEPEC, GRO"
1928-04-16,21:25:27,6.7,17.69,-96.44,115.0,OAX,55.0,strong,"55 km al SUROESTE de TUXTEPEC, OAX"
1982-04-06,13:56:53,6.7,14.276,-92.074,45.0,CHIS,45.0,strong,"45 km al SUR de CD HIDALGO, CHIS"
1922-06-11,22:47:44,6.7,24.0,-108.5,33.0,SIN,117.0,strong,"117 km al SUROESTE de NAVOLATO, SIN"
1943-08-31,10:10:40,6.7,14.25,-91.5,80.0,CHIS,85.0,strong,"85 km al SURESTE de CD HIDALGO, CHIS"
1943-09-23,09:00:44,6.7,15.0,-91.5,110.0,CHIS,71.0,strong,"71 km al ESTE de CACAHOATAN, CHIS"
1942-06-20,04:02:07,6.7,19.0,-101.0,100.0,MICH,43.0,strong,"43 km al NORTE de HUETAMO, MICH"
1942-11-11,22:55:34,6.7,17.25,-94.25,90.0,VER,75.0,strong,"75 km al SUR de LAS CHOAPAS, VER"
1998-03-02,20:24:42,6.7,13.73,-91.93,16.0,CHIS,108.0,strong,"108 km al SUR de CD HIDALGO, CHIS"
2002-01-16,17:09:55,6.7,15.43,-93.55,76.0,CHIS,46.0,strong,"46 km al SUROESTE de PIJIJIAPAN, CHIS"
1939-05-02,07:14:47,6.7,29.5,-113.5,33.0,BCS,179.0,strong,"179 km al NORESTE de GUERRERO NEGRO, BCS"
1953-08-24,07:21:02,6.7,14.1,-91.4,96.0,CHIS,103.0,strong,"103 km al SURESTE de CD HIDALGO, CHIS"
1932-07-12,13:24:10,6.7,26.5,-110.0,33.0,SON,51.0,strong,"51 km al SUROESTE de HUATABAMPO, SON"
1945-10-27,05:24:41,6.7,15.0,-91.25,200.0,CHIS,98.0,strong,"98 km al ESTE de CACAHOATAN, CHIS"
1932-07-07,10:15:51,6.7,29.0,-113.0,33.0,SON,149.0,strong,"149 km al OESTE de M ALEMAN(LA DOCE), SON"
2011-04-07,08:11:22,6.7,17.22,-94.32,171.0,VER,80.0,strong,"80 km al SUROESTE de LAS CHOAPAS, VER"
1968-07-01,21:44:52,6.7,17.508,-100.256,62.0,GRO,38.0,strong,"38 km al NORESTE de ATOYAC DE ALVAREZ, GRO"
1997-07-19,09:22:09,6.7,15.86,-98.26,15.0,OAX,58.0,strong,"58 km al SUROESTE de PINOTEPA NACIONAL, OAX"
1939-12-05,02:30:07,6.7,14.5,-91.5,33.0,CHIS,73.0,strong,"73 km al SURESTE de CD HIDALGO, CHIS"
1940-07-27,07:32:30,6.7,14.25,-91.5,90.0,CHIS,85.0,strong,"85 km al SURESTE de CD HIDALGO, CHIS"
1920-04-19,15:06:36,6.7,19.0,-97.0,110.0,VER,9.0,strong,"9 km al SURESTE de COSCOMATEPEC, VER"
1957-04-09,23:12:09,6.7,15.52,-98.25,33.0,OAX,93.0,strong,"93 km al SUR de PINOTEPA NACIONAL, OAX"
1911-08-27,04:59:18,6.7,17.0,-96.0,100.0,OAX,51.0,strong,"51 km al ESTE de TLACOLULA, OAX"
1969-08-17,14:15:00,6.7,25.12,-109.55,15.0,SIN,93.0,strong,"93 km al SUROESTE de LOS MOCHIS, SIN"
1956-02-09,08:32:39,6.7,31.9,-115.8,33.0,BC,75.0,strong,"75 km al ESTE de RODOLFO SANCHEZ T(MRO), BC"
1925-08-07,01:47:48,6.7,19.0,-102.0,100.0,MICH,10.0,strong,"10 km al SURESTE de NUEVA ITALIA, MICH"
1945-06-29,23:31:18,6.7,17.0,-115.0,33.0,BCS,841.0,strong,"841 km al SUROESTE de CABO SAN LUCAS, BCS"
1993-10-24,01:52:19,6.6,16.767,-98.767,30.0,GRO,40.0,strong,"40 km al OESTE de OMETEPEC, GRO"
1970-02-03,23:08:50,6.6,15.524,-99.493,21.0,GRO,141.0,strong,"141 km al SUR de SAN MARCOS, GRO"
1918-06-07,15:27:06,6.6,18.7,-103.3,33.0,MICH,17.0,strong,"17 km al SUROESTE de COALCOMAN, MICH"
1969-11-01,05:08:22,6.6,23.105,-107.99,10.0,SIN,144.0,strong,"144 km al SUROESTE de LA CRUZ, SIN"
1994-12-10,10:17:40,6.6,17.98,-101.52,53.0,GRO,37.0,strong,"37 km al NORTE de ZIHUATANEJO, GRO"
1905-10-24,11:40:00,6.6,20.0,-110.0,33.0,BCS,320.0,strong,"320 km al SUR de CABO SAN LUCAS, BCS"
1909-09-05,05:17:20,6.6,16.53,-99.72,33.0,GRO,42.0,strong,"42 km al SURESTE de ACAPULCO, GRO"
1972-10-20,02:17:46,6.6,18.7,-106.756,10.0,JAL,238.0,strong,"238 km al OESTE de CIHUATLAN, JAL"
1988-06-18,16:49:44,6.6,26.813,-110.988,12.0,BCS,95.0,strong,"95 km al NORESTE de LORETO, BCS"
2006-01-04,02:32:37,6.6,28.38,-112.51,15.0,SON,113.0,strong,"113 km al SUROESTE de M ALEMAN(LA DOCE), SON"
2008-10-16,14:41:25,6.6,14.05,-92.86,23.0,CHIS,103.0,strong,"103 km al SUROESTE de CD HIDALGO, CHIS"
2015-12-17,13:49:54,6.6,15.7558,-93.7005,91.4,CHIS,37.0,strong,"37 km al SUR de TONALA, CHIS"
2016-04-28,20:33:39,6.6,10.271,-103.715,10.0,GRO,837.0,strong,"837 km al SUROESTE de TECPAN, GRO"
1933-04-08,21:58:17,6.6,19.5,-105.0,33.0,JAL,54.0,strong,"54 km al NOROESTE de CIHUATLAN, JAL"
2015-09-13,03:14:09,6.6,25.0352,-109.533,8.2,SIN,100.0,strong,"100 km al SUROESTE de LOS MOCHIS, SIN"
1950-11-17,13:28:23,6.6,17.5,-100.5,33.0,GRO,33.0,strong,"33 km al NORTE de ATOYAC DE ALVAREZ, GRO"
1998-01-10,02:20:06,6.6,14.37,-91.93,55.0,CHIS,42.0,strong,"42 km al SURESTE de CD HIDALGO, CHIS"
1988-11-03,08:47:13,6.6,13.913,-90.557,74.0,CHIS,192.0,strong,"192 km al SURESTE de CD HIDALGO, CHIS"
1996-07-15,16:23:34,6.6,17.5,-101.12,22.0,GRO,17.0,strong,"17 km al ESTE de PETATLAN, GRO"
1950-10-21,03:42:58,6.6,17.73,-106.0,33.0,JAL,225.0,strong,"225 km al SUROESTE de CIHUATLAN, JAL"
1968-11-28,04:36:08,6.6,15.231,-94.775,23.0,OAX,114.0,strong,"114 km al SURESTE de SALINA CRUZ, OAX"
1979-01-26,04:04:31,6.6,17.397,-100.895,23.0,GRO,34.0,strong,"34 km al NOROESTE de TECPAN, GRO"
1978-03-18,19:39:16,6.6,17.036,-99.745,44.0,GRO,24.0,strong,"24 km al NORESTE de ACAPULCO, GRO"
1961-09-01,12:50:34,6.6,13.5,-92.66,25.0,CHIS,141.0,strong,"141 km al SUROESTE de CD HIDALGO, CHIS"
1955-08-28,14:13:30,6.6,14.0,-91.0,60.0,CHIS,145.0,strong,"145 km al SURESTE de CD HIDALGO, CHIS"
1955-04-05,09:09:15,6.6,25.0,-110.0,33.0,BCS,100.0,strong,"100 km al NORESTE de LA PAZ, BCS"
1989-08-28,22:16:26,6.5,18.016,-105.674,27.0,JAL,179.0,strong,"179 km al SUROESTE de CIHUATLAN, JAL"
1963-11-18,08:38:26,6.5,29.68,-113.74,7.0,SON,182.0,strong,"182 km al SUR de PUERTO PEÑASCO, SON"
1995-08-28,04:46:12,6.5,26.16,-110.35,10.0,BCS,101.0,strong,"101 km al ESTE de LORETO, BCS"
1969-08-17,14:13:09,6.5,25.25,-109.24,15.0,SIN,65.0,strong,"65 km al SUROESTE de LOS MOCHIS, SIN"
1911-02-03,14:41:55,6.5,17.8,-97.6,80.0,OAX,19.0,strong,"19 km al ESTE de H HUAJUAPAN DE LEON, OAX"
2026-01-02,07:58:15,6.5,16.77,-99.413,5.0,GRO,4.0,strong,"4 km al SUROESTE de SAN MARCOS, GRO "
1910-05-30,22:19:19,6.5,16.7,-99.2,33.0,GRO,23.0,strong,"23 km al SURESTE de SAN MARCOS, GRO"
1995-06-14,05:11:50,6.5,12.167,-88.372,27.0,CHIS,494.0,strong,"494 km al SURESTE de CD HIDALGO, CHIS"
2023-07-14,03:29:01,6.5,14.8393,-94.1367,16.1,CHIS,137.0,strong,"137 km al SUROESTE de PIJIJIAPAN, CHIS"
1970-04-30,02:32:58,6.5,14.608,-93.26,22.0,CHIS,100.0,strong,"100 km al SUROESTE de MAPASTEPEC, CHIS"
1975-07-08,03:37:25,6.5,29.304,-113.468,5.0,BCS,160.0,strong,"160 km al NORESTE de GUERRERO NEGRO, BCS"
1945-10-11,10:53:02,6.5,18.32,-97.65,95.0,PUE,31.0,strong,"31 km al SUROESTE de TEHUACAN, PUE"
1937-12-25,00:03:25,6.5,15.68,-97.8,33.0,OAX,54.0,strong,"54 km al SUROESTE de RIO GRANDE, OAX"
1921-04-21,14:01:36,6.5,18.2,-103.3,33.0,MICH,65.0,strong,"65 km al SUR de COALCOMAN, MICH"
1981-07-25,23:14:21,6.5,17.79,-102.01,21.0,MICH,28.0,strong,"28 km al SURESTE de CD LAZARO CARDENAS, MICH"
1928-02-09,22:39:37,6.5,18.26,-97.99,84.0,PUE,9.0,strong,"9 km al NORESTE de ACATLAN DE OSORIO, PUE"
1944-01-10,14:09:52,6.5,17.0,-101.0,33.0,GRO,46.0,strong,"46 km al SUROESTE de TECPAN, GRO"
2014-05-08,12:00:14,6.5,16.986,-100.916,10.0,GRO,40.0,strong,"40 km al SUROESTE de TECPAN, GRO"
1980-08-08,23:45:11,6.5,15.879,-88.505,24.0,QR,291.0,strong,"291 km al SUR de CHETUMAL, QR"
2010-10-21,12:53:11,6.5,24.65,-109.41,8.0,BCS,107.0,strong,"107 km al NORESTE de LA PAZ, BCS"
1979-10-15,17:17:00,6.5,32.784,-115.657,14.0,BC,19.0,strong,"19 km al NOROESTE de SANTA ISABEL, BC"
2003-03-12,17:41:42,6.5,26.51,-110.04,12.0,SON,53.0,strong,"53 km al SUROESTE de HUATABAMPO, SON"
2016-01-21,12:06:58,6.5,18.8158,-106.977,10.0,JAL,258.0,strong,"258 km al OESTE de CIHUATLAN, JAL"
2011-12-10,19:47:25,6.5,17.84,-99.96,54.0,GRO,50.0,strong,"50 km al NOROESTE de ZUMPANGO DEL RIO, GRO"
2008-02-12,06:50:18,6.5,16.19,-94.56,96.0,OAX,43.0,strong,"43 km al SURESTE de UNION HIDALGO, OAX"
2009-08-03,12:59:56,6.5,28.85,-112.74,10.0,SON,123.0,strong,"123 km al OESTE de M ALEMAN(LA DOCE), SON"
1972-11-12,22:43:45,6.5,15.541,-95.04,14.0,OAX,73.0,strong,"73 km al SUR de SALINA CRUZ, OAX"
1976-06-07,08:26:42,6.5,17.406,-100.682,57.0,GRO,21.0,strong,"21 km al NOROESTE de TECPAN, GRO"
1971-09-30,02:18:00,6.5,26.88,-110.8,14.0,SON,92.0,strong,"92 km al SUROESTE de PUEBLO YAQUI, SON"
2019-02-01,10:14:12,6.5,14.5818,-92.4807,76.2,CHIS,37.0,strong,"37 km al SUROESTE de CD HIDALGO, CHIS"
1978-05-30,19:07:21,6.5,12.759,-87.287,49.0,CHIS,567.0,strong,"567 km al SURESTE de CD HIDALGO, CHIS"
2002-04-18,00:02:45,6.5,16.77,-101.12,22.0,GRO,72.0,strong,"72 km al SUROESTE de TECPAN, GRO"
1964-07-05,20:14:37,6.5,26.32,-110.28,10.0,SON,85.0,strong,"85 km al SUROESTE de HUATABAMPO, SON"
1986-03-24,04:34:02,6.5,14.31,-91.66,33.0,CHIS,67.0,strong,"67 km al SURESTE de CD HIDALGO, CHIS"
2001-05-19,23:21:37,6.5,18.64,-105.12,12.0,JAL,88.0,strong,"88 km al SUROESTE de CIHUATLAN, JAL"
1946-06-06,22:13:20,6.5,16.5,-94.0,100.0,CHIS,31.0,strong,"31 km al NOROESTE de ARRIAGA , CHIS"
1965-12-09,00:07:51,6.5,17.249,-100.07,65.0,GRO,27.0,strong,"27 km al NORTE de COYUCA DE BENITEZ, GRO"
1948-08-11,04:36:19,6.5,17.75,-95.25,100.0,VER,31.0,strong,"31 km al SURESTE de J RODRIGUEZ CLARA, VER"
1987-11-24,07:15:59,6.5,33.083,-115.983,10.0,BC,63.0,strong,"63 km al NOROESTE de SANTA ISABEL, BC"
1920-01-03,22:21:56,6.4,19.27,-96.97,10.0,VER,13.0,strong,"13 km al NORTE de HUATUSCO, VER"
1959-08-26,02:25:31,6.4,18.26,-94.43,21.0,VER,12.0,strong,"12 km al NORTE de ALLENDE, VER"
2023-06-18,14:30:22,6.4,23.2087,-108.512,5.0,BCS,123.0,strong,"123 km al ESTE de SAN JOSE DEL CABO, BCS"
1993-09-30,12:27:49,6.4,14.78,-95.01,13.0,OAX,156.0,strong,"156 km al SUR de SALINA CRUZ, OAX"
2001-11-28,08:32:36,6.4,15.41,-93.64,36.0,CHIS,55.0,strong,"55 km al SUROESTE de PIJIJIAPAN, CHIS"
2004-06-14,17:54:21,6.4,16.22,-98.16,10.0,OAX,18.0,strong,"18 km al SUROESTE de PINOTEPA NACIONAL, OAX"
2008-09-23,21:33:04,6.4,17.64,-105.61,16.0,COL,208.0,strong,"208 km al SUROESTE de MANZANILLO, COL"
2012-04-11,17:55:10,6.4,17.9217,-103.068,20.0,MICH,79.0,strong,"79 km al OESTE de LA MIRA, MICH"
1998-02-02,21:02:01,6.4,15.69,-96.37,33.0,OAX,12.0,strong,"12 km al SURESTE de S PEDRO POCHUTLA, OAX"
1998-05-10,01:06:00,6.4,13.78,-90.83,15.0,CHIS,174.0,strong,"174 km al SURESTE de CD HIDALGO, CHIS"
2019-11-19,22:27:06,6.4,13.7792,-93.3382,9.4,CHIS,162.0,strong,"162 km al SUROESTE de CD HIDALGO, CHIS"
1999-05-08,17:12:41,6.4,13.59,-92.14,50.0,CHIS,120.0,strong,"120 km al SUR de CD HIDALGO, CHIS"
2012-12-14,04:36:04,6.4,31.1935,-119.415,15.9,BC,257.0,strong,"257 km al SUROESTE de PLAYAS DE ROSARITO, BC"
2014-07-29,05:46:15,6.4,17.6988,-95.6373,117.2,VER,38.0,strong,"38 km al SUROESTE de ISLA, VER"
1980-06-08,21:28:18,6.4,32.22,-114.99,5.0,BC,13.0,strong,"13 km al SURESTE de GPE VICTORIA(KM.43), BC"
1995-06-30,05:58:56,6.3,24.62,-110.26,10.0,BCS,53.0,strong,"53 km al NORTE de LA PAZ, BCS"
2024-05-12,05:39:12,6.3,14.3118,-92.637,11.3,CHIS,66.0,strong,"66 km al SUROESTE de CD HIDALGO, CHIS"
1928-10-31,22:12:54,6.3,27.066,-105.569,10.0,CHIH,17.0,strong,"17 km al NOROESTE de HIDALGO DEL PARRAL, CHIH"
1974-05-31,08:04:59,6.3,27.23,-111.24,33.0,SON,83.0,strong,"83 km al SUROESTE de H GUAYMAS, SON"
1993-09-19,08:10:56,6.3,13.99,-93.43,5.0,CHIS,157.0,strong,"157 km al SUROESTE de CD HIDALGO, CHIS"
2013-10-19,12:54:55,6.3,26.0867,-110.461,14.1,BCS,89.0,strong,"89 km al ESTE de LORETO, BCS"
2018-01-19,10:17:45,6.3,26.6672,-111.079,16.1,BCS,77.0,strong,"77 km al NORESTE de LORETO, BCS"
2001-01-18,19:12:53,6.3,15.1,-93.03,108.0,CHIS,41.0,strong,"41 km al SUROESTE de MAPASTEPEC, CHIS"
2007-09-01,14:14:20,6.3,24.91,-109.97,2.0,BCS,92.0,strong,"92 km al NORESTE de LA PAZ, BCS"
2022-11-04,04:02:48,6.3,28.1503,-112.333,10.0,BCS,90.0,strong,"90 km al NORTE de SANTA ROSALIA, BCS"
2004-01-01,17:31:49,6.3,17.34,-101.42,6.0,GRO,27.0,strong,"27 km al SUROESTE de PETATLAN, GRO"
1979-11-25,16:14:54,6.3,13.58,-91.69,33.0,CHIS,131.0,strong,"131 km al SURESTE de CD HIDALGO, CHIS"
2012-11-11,16:14:57,6.2,13.8108,-92.5032,6.6,CHIS,103.0,strong,"103 km al SUROESTE de CD HIDALGO, CHIS"
1995-12-11,08:09:24,6.2,18.96,-105.63,16.0,JAL,116.0,strong,"116 km al SUROESTE de CIHUATLAN, JAL"
2022-11-22,10:39:05,6.2,30.6167,-116.393,10.0,BC,41.0,strong,"41 km al SUROESTE de VICENTE GUERRERO, BC"
2015-02-22,08:23:13,6.2,18.643,-106.955,16.0,JAL,260.0,strong,"260 km al SUROESTE de CIHUATLAN, JAL"
2014-05-31,06:53:49,6.2,18.9967,-107.33,10.0,JAL,283.0,strong,"283 km al SUROESTE de PUERTO VALLARTA, JAL"
2011-11-01,06:31:58,6.2,19.74,-109.31,15.0,BCS,354.0,strong,"354 km al SUR de CABO SAN LUCAS, BCS"
1983-05-09,14:09:15,6.2,19.98,-109.45,9.0,BCS,326.0,strong,"326 km al SUR de CABO SAN LUCAS, BCS"
1990-12-31,18:06:36,6.2,18.54,-105.77,10.0,JAL,149.0,strong,"149 km al SUROESTE de CIHUATLAN, JAL"
2022-02-16,01:12:23,6.2,13.837,-91.573,62.0,CHIS,112.0,strong,"112 km al SURESTE de CD HIDALGO, CHIS"
2003-05-19,11:27:11,6.2,17.72,-105.7,10.0,JAL,206.0,strong,"206 km al SUROESTE de CIHUATLAN, JAL"
1998-06-07,18:20:16,6.2,15.82,-94.07,16.0,CHIS,45.0,strong,"45 km al SUROESTE de TONALA, CHIS"
2020-05-22,03:46:06,6.2,22.348,-108.011,5.0,SIN,191.0,strong,"191 km al SUROESTE de MAZATLAN, SIN"
1999-06-21,12:43:05,6.2,17.99,-101.72,54.0,GRO,42.0,strong,"42 km al NOROESTE de ZIHUATANEJO, GRO"
1984-12-02,00:09:44,6.2,20.36,-115.76,9.0,BCS,666.0,strong,"666 km al SUROESTE de CD CONSTITUCION, BCS"
2002-10-03,11:08:28,6.2,23.22,-108.73,35.0,BCS,102.0,strong,"102 km al ESTE de SAN JOSE DEL CABO, BCS"
2001-04-29,15:26:56,6.2,18.51,-104.71,10.0,COL,73.0,strong,"73 km al SUROESTE de MANZANILLO, COL"
1984-02-10,10:51:21,6.2,28.33,-112.08,9.0,SON,82.0,strong,"82 km al SUROESTE de M ALEMAN(LA DOCE), SON"
2007-07-05,20:09:21,6.2,16.32,-94.02,94.0,CHIS,16.0,strong,"16 km al NOROESTE de ARRIAGA , CHIS"
1974-12-31,14:21:09,6.1,14.13,-91.82,39.0,CHIS,70.0,strong,"70 km al SURESTE de CD HIDALGO, CHIS"
1995-10-12,10:53:04,6.1,19.04,-103.7,11.0,COL,21.0,strong,"21 km al SURESTE de COQUIMATLAN, COL"
1994-07-04,15:36:43,6.1,14.83,-97.31,19.0,OAX,117.0,strong,"117 km al SUR de PUERTO ESCONDIDO, OAX"
1991-06-21,18:30:26,6.1,23.99,-108.49,10.0,SIN,117.0,strong,"117 km al SUROESTE de NAVOLATO, SIN"
2025-01-12,02:32:53,6.1,18.496,-103.499,30.0,MICH,47.0,strong,"47 km al SUROESTE de COALCOMAN, MICH "
1990-03-16,09:52:44,6.1,24.93,-109.1,20.0,SIN,94.0,strong,"94 km al SUROESTE de G LEYVA SOLANO (BENITO JUAREZ), SIN"
1999-12-28,23:19:46,6.1,18.02,-101.68,82.0,GRO,44.0,strong,"44 km al NOROESTE de ZIHUATANEJO, GRO"
2016-06-07,05:51:36,6.1,18.2838,-105.306,8.7,JAL,131.0,strong,"131 km al SUROESTE de CIHUATLAN, JAL"
2017-09-23,07:53:01,6.1,16.496,-95.146,10.0,OAX,9.0,strong,"9 km al SUROESTE de CD IXTEPEC, OAX"
2001-10-07,21:39:19,6.1,16.94,-100.14,4.0,GRO,9.0,strong,"9 km al SUROESTE de COYUCA DE BENITEZ, GRO"
2001-01-08,19:46:14,6.1,15.34,-93.24,66.0,CHIS,38.0,strong,"38 km al SUR de PIJIJIAPAN, CHIS"
1997-12-18,09:02:13,6.1,14.67,-89.74,152.0,CHIS,260.0,strong,"260 km al ESTE de CD HIDALGO, CHIS"
1997-12-22,04:03:53,6.1,13.99,-90.85,81.0,CHIS,160.0,strong,"160 km al SURESTE de CD HIDALGO, CHIS"
2016-04-15,09:11:24,6.1,13.2542,-92.458,12.0,CHIS,161.0,strong,"161 km al SUR de CD HIDALGO, CHIS"
2010-08-23,21:11:55,6.1,18.44,-107.27,14.0,JAL,299.0,strong,"299 km al SUROESTE de CIHUATLAN, JAL"
2014-12-07,15:16:35,6.1,13.6777,-91.4385,32.0,CHIS,135.0,strong,"135 km al SURESTE de CD HIDALGO, CHIS"
2014-10-07,21:40:49,6.1,23.6963,-108.755,10.0,BCS,120.0,strong,"120 km al NORESTE de SAN JOSE DEL CABO, BCS"
2012-11-15,03:20:22,6.1,18.1832,-100.529,45.4,GRO,24.0,strong,"24 km al SURESTE de CD ALTAMIRANO, GRO"
2012-05-01,17:43:36,6.1,14.4265,-93.2253,12.0,CHIS,113.0,strong,"113 km al SUROESTE de HUIXTLA, CHIS"
2014-05-10,02:36:00,6.1,17.036,-100.893,10.0,GRO,35.0,strong,"35 km al SUROESTE de TECPAN, GRO"
1980-11-01,16:52:22,6.1,19.09,-107.33,33.0,JAL,277.0,strong,"277 km al SUROESTE de PUERTO VALLARTA, JAL"
2013-03-25,17:02:13,6.1,14.383,-90.788,197.0,CHIS,150.0,strong,"150 km al ESTE de CD HIDALGO, CHIS"
1982-01-01,21:30:41,6.1,15.93,-100.88,25.0,GRO,145.0,strong,"145 km al SUR de TECPAN, GRO"
2013-08-21,07:38:29,6.0,16.7527,-99.5812,5.0,GRO,21.0,strong,"21 km al OESTE de SAN MARCOS, GRO"
2013-09-06,19:13:28,6.0,14.3368,-92.2562,69.7,CHIS,39.0,strong,"39 km al SUROESTE de CD HIDALGO, CHIS"
1982-01-02,01:05:50,6.0,16.44,-100.29,33.0,GRO,63.0,strong,"63 km al SUROESTE de ACAPULCO, GRO"
1982-01-11,23:48:17,6.0,13.18,-87.59,4.0,CHIS,520.0,strong,"520 km al SURESTE de CD HIDALGO, CHIS"
2012-09-25,18:45:25,6.0,24.777,-110.234,11.2,BCS,71.0,strong,"71 km al NORTE de LA PAZ, BCS"
1981-06-01,09:12:46,6.0,18.73,-107.03,33.0,JAL,266.0,strong,"266 km al OESTE de CIHUATLAN, JAL"
2012-04-12,02:05:59,6.0,28.7955,-113.414,15.0,BCS,112.0,strong,"112 km al NORESTE de GUERRERO NEGRO, BCS"
2012-04-02,12:36:43,6.0,16.2948,-98.544,12.0,GRO,45.0,strong,"45 km al SUROESTE de OMETEPEC, GRO"
2012-01-21,12:47:13,6.0,14.7043,-93.2882,16.1,CHIS,92.0,strong,"92 km al SUROESTE de MAPASTEPEC, CHIS"
2011-02-25,07:07:28,6.0,17.69,-95.21,135.0,VER,34.0,strong,"34 km al SUROESTE de SAYULA DE ALEMAN, VER"
2010-06-30,02:22:27,6.0,16.24,-97.99,4.0,OAX,13.0,strong,"13 km al SURESTE de PINOTEPA NACIONAL, OAX"
1982-03-04,05:41:02,6.0,13.24,-88.91,76.0,CHIS,384.0,strong,"384 km al SURESTE de CD HIDALGO, CHIS"
1979-10-01,08:14:16,6.0,15.67,-92.93,100.0,CHIS,26.0,strong,"26 km al NORTE de MAPASTEPEC, CHIS"
1979-03-18,14:12:35,6.0,17.58,-100.83,36.0,GRO,45.0,strong,"45 km al NOROESTE de TECPAN, GRO"
2004-11-20,16:01:46,6.0,13.29,-90.24,58.0,CHIS,257.0,strong,"257 km al SURESTE de CD HIDALGO, CHIS"
1979-01-26,11:10:31,6.0,17.0,-101.99,33.0,GRO,85.0,strong,"85 km al SUROESTE de ZIHUATANEJO, GRO"
2016-05-08,02:33:59,6.0,16.323,-97.8773,7.4,OAX,19.0,strong,"19 km al ESTE de PINOTEPA NACIONAL, OAX"
1984-07-01,22:50:32,6.0,15.84,-99.03,33.0,GRO,112.0,strong,"112 km al SURESTE de SAN MARCOS, GRO"
2016-04-27,07:51:18,6.0,14.2902,-93.3883,20.0,CHIS,137.0,strong,"137 km al SUROESTE de HUIXTLA, CHIS"
2016-04-25,02:07:12,6.0,14.535,-93.2128,10.4,CHIS,104.0,strong,"104 km al SUROESTE de HUIXTLA, CHIS"
1986-07-13,03:12:15,6.0,16.08,-94.2,90.0,CHIS,36.0,strong,"36 km al SUROESTE de ARRIAGA , CHIS"
2002-04-18,12:57:19,6.0,16.66,-101.89,12.0,GRO,115.0,strong,"115 km al SUROESTE de ZIHUATANEJO, GRO"
2020-01-04,22:40:49,6.0,16.2527,-94.6173,80.8,OAX,33.0,strong,"33 km al SURESTE de UNION HIDALGO, OAX"
1997-05-22,02:50:55,6.0,18.41,-101.81,59.0,MICH,61.0,strong,"61 km al NORESTE de LAS GUACAMAYAS, MICH"
1996-03-19,11:12:39,6.0,15.49,-97.55,15.0,OAX,59.0,strong,"59 km al SUR de RIO GRANDE, OAX"
