Fecha,Hora,Magnitud,Latitud,Longitud,Profundidad,Referencia de localizacion,Fecha UTC,Hora UTC,Estatus
1996-01-01,06:12:50,4.2,16.31,-98.58,10.0,"45 km al SUROESTE de OMETEPEC, GRO",1996-01-01,12:12:50,revisado
1996-01-01,11:15:16,4.4,16.95,-99.69,55.0,"24 km al NORESTE de ACAPULCO, GRO",1996-01-01,17:15:16,revisado
1996-01-02,12:33:50,4.6,15.43,-99.06,15.0,"148 km al SUROESTE de PINOTEPA NACIONAL, OAX",1996-01-02,18:33:50,revisado
1996-01-02,17:56:50,3.6,15.62,-99.1,15.0,"134 km al SUR de SAN MARCOS, GRO",1996-01-02,23:56:50,revisado
1996-01-02,19:33:09,3.8,17.98,-97.98,64.0,"26 km al SURESTE de ACATLAN DE OSORIO, PUE",1996-01-03,01:33:09,revisado
1996-01-02,23:18:38,4.0,15.57,-99.05,20.0,"137 km al SUROESTE de PINOTEPA NACIONAL, OAX",1996-01-03,05:18:38,revisado
1996-01-03,10:01:17,4.0,15.16,-99.09,15.0,"172 km al SUROESTE de PINOTEPA NACIONAL, OAX",1996-01-03,16:01:17,revisado
1996-01-04,08:30:09,4.5,15.69,-98.54,31.0,"89 km al SUROESTE de PINOTEPA NACIONAL, OAX",1996-01-04,14:30:09,revisado
1996-01-06,13:24:05,4.0,15.46,-98.99,15.0,"140 km al SUROESTE de PINOTEPA NACIONAL, OAX",1996-01-06,19:24:05,revisado
1996-01-06,15:52:12,4.2,15.33,-94.65,15.0,"111 km al SURESTE de SALINA CRUZ, OAX",1996-01-06,21:52:12,revisado
1996-01-07,04:02:23,4.2,18.16,-104.91,33.0,"117 km al SUROESTE de MANZANILLO, COL",1996-01-07,10:02:23,revisado
1996-01-07,07:27:05,4.7,17.33,-94.85,98.0,"55 km al NORESTE de MATIAS ROMERO, OAX",1996-01-07,13:27:05,revisado
1996-01-07,17:07:14,3.5,16.94,-100.07,48.0,"8 km al SUR de COYUCA DE BENITEZ, GRO",1996-01-07,23:07:14,revisado
1996-01-08,03:20:12,4.9,15.63,-98.5,20.0,"92 km al SUROESTE de PINOTEPA NACIONAL, OAX",1996-01-08,09:20:12,revisado
1996-01-08,03:28:35,3.9,15.49,-98.31,17.0,"98 km al SUROESTE de PINOTEPA NACIONAL, OAX",1996-01-08,09:28:35,revisado
1996-01-08,03:32:11,4.1,15.64,-98.44,10.0,"88 km al SUROESTE de PINOTEPA NACIONAL, OAX",1996-01-08,09:32:11,revisado
1996-01-08,04:23:00,3.9,15.67,-98.28,15.0,"78 km al SUROESTE de PINOTEPA NACIONAL, OAX",1996-01-08,10:23:00,revisado
1996-01-09,13:19:12,4.7,18.99,-105.91,13.0,"144 km al OESTE de CIHUATLAN, JAL",1996-01-09,19:19:12,revisado
1996-01-09,21:36:19,4.0,16.33,-95.68,6.0,"47 km al OESTE de TEHUANTEPEC, OAX",1996-01-10,03:36:19,revisado
1996-01-10,01:00:24,3.7,16.36,-98.62,20.0,"42 km al SUROESTE de OMETEPEC, GRO",1996-01-10,07:00:24,revisado
1996-01-10,11:08:26,4.0,17.02,-101.02,28.0,"47 km al SUROESTE de TECPAN, GRO",1996-01-10,17:08:26,revisado
1996-01-10,11:54:48,3.8,15.43,-99.92,10.0,"159 km al SUR de ACAPULCO, GRO",1996-01-10,17:54:48,revisado
1996-01-11,16:37:49,4.8,15.38,-96.25,15.0,"45 km al SUROESTE de CRUCECITA, OAX",1996-01-11,22:37:49,revisado
1996-01-11,19:09:28,4.4,18.96,-105.01,20.0,"56 km al SUROESTE de CIHUATLAN, JAL",1996-01-12,01:09:28,revisado
1996-01-13,16:35:11,4.2,17.06,-94.04,139.0,"53 km al NOROESTE de CINTALAPA, CHIS",1996-01-13,22:35:11,revisado
