Fecha,Hora,Magnitud,Latitud,Longitud,Profundidad,Referencia de localizacion,Fecha UTC,Hora UTC,Estatus
2000-01-01,00:55:51,3.5,17.12,-100.57,29.0,"13 km al SURESTE de TECPAN, GRO",2000-01-01,06:55:51,revisado
2000-01-02,11:35:17,4.3,16.07,-97.35,16.0,"11 km al NORESTE de RIO GRANDE, OAX",2000-01-02,17:35:17,revisado
2000-01-02,22:32:36,3.9,16.01,-98.62,6.0,"71 km al SUROESTE de PINOTEPA NACIONAL, OAX",2000-01-03,04:32:36,revisado
2000-01-03,01:55:15,3.4,17.74,-96.88,83.0,"53 km al SURESTE de TEPELMEME, OAX",2000-01-03,07:55:15,revisado
2000-01-03,04:08:44,3.5,18.3,-94.91,15.0,"25 km al SURESTE de CATEMACO, VER",2000-01-03,10:08:44,revisado
2000-01-04,05:57:46,3.7,17.09,-99.85,30.0,"25 km al NORTE de ACAPULCO, GRO",2000-01-04,11:57:46,revisado
2000-01-05,09:47:20,3.6,16.19,-98.39,22.0,"40 km al SUROESTE de PINOTEPA NACIONAL, OAX",2000-01-05,15:47:20,revisado
2000-01-05,22:34:59,4.0,15.61,-95.45,35.0,"69 km al SUROESTE de SALINA CRUZ, OAX",2000-01-06,04:34:59,revisado
2000-01-06,11:54:16,3.8,15.57,-98.28,16.0,"89 km al SUROESTE de PINOTEPA NACIONAL, OAX",2000-01-06,17:54:16,revisado
2000-01-06,15:56:05,4.2,17.14,-94.49,151.0,"66 km al NORESTE de MATIAS ROMERO, OAX",2000-01-06,21:56:05,revisado
2000-01-07,00:32:45,3.7,14.34,-93.74,241.0,"152 km al SUROESTE de MAPASTEPEC, CHIS",2000-01-07,06:32:45,revisado
2000-01-07,03:35:55,3.8,17.54,-101.24,94.0,"4 km al ESTE de PETATLAN, GRO",2000-01-07,09:35:55,revisado
2000-01-07,06:32:29,3.8,16.09,-97.24,58.0,"22 km al NORESTE de RIO GRANDE, OAX",2000-01-07,12:32:29,revisado
