Fecha,Hora,Magnitud,Latitud,Longitud,Profundidad,Referencia de localizacion,Fecha UTC,Hora UTC,Estatus
1990-01-02,02:27:11,3.7,16.24,-95.72,15.0,"52 km al OESTE de TEHUANTEPEC, OAX",1990-01-02,08:27:11,revisado
1990-01-02,16:16:27,3.8,17.09,-100.05,80.0,"10 km al NORESTE de COYUCA DE BENITEZ, GRO",1990-01-02,22:16:27,revisado
1990-01-03,08:37:55,3.7,18.32,-100.87,8.0,"22 km al OESTE de CD ALTAMIRANO, GRO",1990-01-03,14:37:55,revisado
1990-01-03,12:12:40,3.9,17.39,-94.5,140.0,"67 km al SUR de MINATITLAN, VER",1990-01-03,18:12:40,revisado
1990-01-03,22:24:09,4.3,15.04,-91.85,106.0,"34 km al ESTE de CACAHOATAN, CHIS",1990-01-04,04:24:09,revisado
1990-01-04,08:08:47,3.8,16.46,-94.38,73.0,"48 km al ESTE de UNION HIDALGO, OAX",1990-01-04,14:08:47,revisado
1990-01-04,11:10:35,4.2,17.36,-95.36,10.0,"64 km al NOROESTE de MATIAS ROMERO, OAX",1990-01-04,17:10:35,revisado
1990-01-04,14:08:27,3.7,18.59,-100.9,10.0,"4 km al SUR de HUETAMO, MICH",1990-01-04,20:08:27,revisado
1990-01-05,12:26:56,5.8,18.71,-107.03,10.0,"266 km al OESTE de CIHUATLAN, JAL",1990-01-05,18:26:56,revisado
1990-01-05,13:58:37,4.5,15.55,-97.13,10.0,"35 km al SUR de PUERTO ESCONDIDO, OAX",1990-01-05,19:58:37,revisado
1990-01-05,23:11:05,4.6,15.24,-91.86,166.0,"43 km al NORESTE de CACAHOATAN, CHIS",1990-01-06,05:11:05,revisado
1990-01-06,03:03:58,3.6,17.85,-93.11,6.0,"4 km al SURESTE de REFORMA, CHIS",1990-01-06,09:03:58,revisado
1990-01-06,03:46:21,4.0,13.89,-93.18,89.0,"141 km al SUROESTE de CD HIDALGO, CHIS",1990-01-06,09:46:21,revisado
1990-01-08,18:59:47,4.1,16.91,-100.1,32.0,"11 km al SUR de COYUCA DE BENITEZ, GRO",1990-01-09,00:59:47,revisado
1990-01-08,19:52:09,4.4,16.03,-100.51,9.0,"114 km al SUROESTE de ACAPULCO, GRO",1990-01-09,01:52:09,revisado
1990-01-09,14:11:41,4.2,17.14,-101.45,8.0,"48 km al SUROESTE de PETATLAN, GRO",1990-01-09,20:11:41,revisado
1990-01-09,14:43:10,4.4,17.08,-101.55,15.0,"58 km al SUROESTE de PETATLAN, GRO",1990-01-09,20:43:10,revisado
1990-01-09,17:28:26,3.9,17.12,-101.49,29.0,"52 km al SUROESTE de PETATLAN, GRO",1990-01-09,23:28:26,revisado
1990-01-09,17:45:31,3.9,16.66,-99.44,103.0,"16 km al SUROESTE de SAN MARCOS, GRO",1990-01-09,23:45:31,revisado
1990-01-09,18:24:44,4.3,17.1,-101.54,14.0,"56 km al SUROESTE de PETATLAN, GRO",1990-01-10,00:24:44,revisado
1990-01-09,19:27:09,3.7,17.44,-101.23,5.0,"12 km al SURESTE de PETATLAN, GRO",1990-01-10,01:27:09,revisado
1990-01-09,19:52:30,4.1,17.25,-101.39,7.0,"34 km al SUROESTE de PETATLAN, GRO",1990-01-10,01:52:30,revisado
1990-01-09,21:52:03,4.4,16.59,-101.67,5.0,"113 km al SUROESTE de PETATLAN, GRO",1990-01-10,03:52:03,revisado
1990-01-09,22:36:10,4.2,17.25,-101.88,6.0,"56 km al SUROESTE de ZIHUATANEJO, GRO",1990-01-10,04:36:10,revisado
1990-01-11,10:41:49,4.2,14.66,-91.21,97.0,"101 km al ESTE de CD HIDALGO, CHIS",1990-01-11,16:41:49,revisado
1990-01-11,16:16:07,3.5,17.1,-93.98,163.0,"53 km al NOROESTE de CINTALAPA, CHIS",1990-01-11,22:16:07,revisado
1990-01-11,18:24:34,4.1,15.32,-94.57,6.0,"117 km al SURESTE de SALINA CRUZ, OAX",1990-01-12,00:24:34,revisado
1990-01-11,23:01:05,3.6,16.75,-95.13,70.0,"16 km al SUROESTE de MATIAS ROMERO, OAX",1990-01-12,05:01:05,revisado
1990-01-11,23:05:18,3.8,16.31,-94.37,114.0,"51 km al OESTE de ARRIAGA , CHIS",1990-01-12,05:05:18,revisado
1990-01-12,07:58:58,3.8,17.08,-95.3,31.0,"36 km al NOROESTE de MATIAS ROMERO, OAX",1990-01-12,13:58:58,revisado
1990-01-12,09:00:44,4.3,15.89,-95.73,20.0,"45 km al NORESTE de CRUCECITA, OAX",1990-01-12,15:00:44,revisado
1990-01-12,13:59:34,4.3,13.7,-92.45,20.0,"113 km al SUROESTE de CD HIDALGO, CHIS",1990-01-12,19:59:34,revisado
1990-01-12,20:07:27,5.2,16.7,-99.65,10.0,"29 km al SUROESTE de SAN MARCOS, GRO",1990-01-13,02:07:27,revisado
1990-01-12,23:47:33,4.3,30.22,-114.48,10.0,"96 km al SURESTE de SAN FELIPE, BC",1990-01-13,05:47:33,revisado
1990-01-13,09:04:05,4.0,16.78,-100.11,10.0,"25 km al SUROESTE de ACAPULCO, GRO",1990-01-13,15:04:05,revisado
1990-01-13,12:31:08,4.1,18.08,-100.49,32.0,"34 km al SUROESTE de ARCELIA, GRO",1990-01-13,18:31:08,revisado
1990-01-13,13:38:33,4.2,16.12,-99.98,25.0,"84 km al SUR de ACAPULCO, GRO",1990-01-13,19:38:33,revisado
1990-01-13,14:05:10,5.1,27.58,-115.1,10.0,"111 km al SUROESTE de GUERRERO NEGRO, BCS",1990-01-13,20:05:10,revisado
1990-01-13,23:48:07,4.1,15.46,-97.43,23.0,"59 km al SUROESTE de PUERTO ESCONDIDO, OAX",1990-01-14,05:48:07,revisado
1990-01-14,00:00:12,4.2,15.8,-97.94,18.0,"59 km al SUROESTE de RIO GRANDE, OAX",1990-01-14,06:00:12,revisado
1990-01-14,01:26:49,4.2,15.5,-97.66,32.0,"61 km al SUROESTE de RIO GRANDE, OAX",1990-01-14,07:26:49,revisado
1990-01-14,15:36:28,3.8,18.58,-102.98,98.0,"29 km al SURESTE de COALCOMAN, MICH",1990-01-14,21:36:28,revisado
1990-01-14,19:09:24,3.6,14.89,-93.03,101.0,"63 km al SUR de MAPASTEPEC, CHIS",1990-01-15,01:09:24,revisado
1990-01-15,13:51:52,4.0,17.61,-102.24,5.0,"38 km al SUR de CD LAZARO CARDENAS, MICH",1990-01-15,19:51:52,revisado
1990-01-16,04:15:08,4.3,16.59,-102.38,20.0,"146 km al SUROESTE de ZIHUATANEJO, GRO",1990-01-16,10:15:08,revisado
1990-01-17,21:00:54,3.7,16.8,-94.33,115.0,"64 km al NORESTE de UNION HIDALGO, OAX",1990-01-18,03:00:54,revisado
1990-01-17,21:19:56,4.5,16.28,-99.99,10.0,"66 km al SUR de ACAPULCO, GRO",1990-01-18,03:19:56,revisado
1990-01-18,01:21:19,4.5,15.96,-99.38,15.0,"92 km al SUR de SAN MARCOS, GRO",1990-01-18,07:21:19,revisado
1990-01-18,06:32:37,4.1,17.61,-101.16,10.0,"15 km al NORESTE de PETATLAN, GRO",1990-01-18,12:32:37,revisado
1990-01-18,21:27:32,3.5,17.07,-94.38,78.0,"74 km al NORESTE de MATIAS ROMERO, OAX",1990-01-19,03:27:32,revisado
1990-01-19,06:15:02,3.5,16.49,-93.11,34.0,"16 km al SUR de SUCHIAPA, CHIS",1990-01-19,12:15:02,revisado
1990-01-19,10:08:28,4.0,16.8,-100.72,15.0,"48 km al SUR de TECPAN, GRO",1990-01-19,16:08:28,revisado
1990-01-19,12:52:51,4.2,16.79,-100.02,7.0,"16 km al SUROESTE de ACAPULCO, GRO",1990-01-19,18:52:51,revisado
1990-01-19,14:48:18,3.5,17.3,-94.24,33.0,"69 km al SUR de LAS CHOAPAS, VER",1990-01-19,20:48:18,revisado
1990-01-19,17:45:08,3.7,17.12,-95.07,80.0,"28 km al NORTE de MATIAS ROMERO, OAX",1990-01-19,23:45:08,revisado
1990-01-19,18:15:02,4.2,18.48,-101.79,10.0,"68 km al NORESTE de LAS GUACAMAYAS, MICH",1990-01-20,00:15:02,revisado
1990-01-20,00:52:58,4.5,16.01,-96.58,80.0,"32 km al NOROESTE de S PEDRO POCHUTLA, OAX",1990-01-20,06:52:58,revisado
1990-01-20,01:35:19,3.9,17.13,-94.57,157.0,"58 km al NORESTE de MATIAS ROMERO, OAX",1990-01-20,07:35:19,revisado
1990-01-20,11:39:27,3.9,15.15,-94.67,5.0,"127 km al SURESTE de SALINA CRUZ, OAX",1990-01-20,17:39:27,revisado
1990-01-20,18:34:43,4.1,16.38,-99.1,35.0,"55 km al SURESTE de SAN MARCOS, GRO",1990-01-21,00:34:43,revisado
1990-01-20,20:45:01,4.0,16.26,-94.83,41.0,"24 km al SUR de UNION HIDALGO, OAX",1990-01-21,02:45:01,revisado
1990-01-21,04:42:58,4.8,15.43,-91.64,228.0,"59 km al SURESTE de FRONTERA COMALAPA, CHIS",1990-01-21,10:42:58,revisado
1990-01-22,10:29:57,4.1,15.82,-95.58,5.0,"57 km al SUROESTE de SALINA CRUZ, OAX",1990-01-22,16:29:57,revisado
1990-01-23,00:31:50,4.1,15.6,-93.47,60.0,"30 km al SUROESTE de PIJIJIAPAN, CHIS",1990-01-23,06:31:50,revisado
1990-01-23,03:30:07,4.3,16.36,-100.08,30.0,"60 km al SUROESTE de ACAPULCO, GRO",1990-01-23,09:30:07,revisado
1990-01-23,03:50:09,4.6,16.34,-100.28,13.0,"71 km al SUROESTE de ACAPULCO, GRO",1990-01-23,09:50:09,revisado
1990-01-23,11:44:29,3.8,16.24,-93.04,31.0,"24 km al ESTE de VILLAFLORES, CHIS",1990-01-23,17:44:29,revisado
1990-01-23,11:52:18,3.7,16.46,-92.91,46.0,"15 km al SUROESTE de ACALA, CHIS",1990-01-23,17:52:18,revisado
1990-01-23,16:49:46,4.1,16.96,-99.92,20.0,"10 km al NORTE de ACAPULCO, GRO",1990-01-23,22:49:46,revisado
1990-01-23,23:01:48,3.9,15.76,-95.93,15.0,"22 km al ESTE de CRUCECITA, OAX",1990-01-24,05:01:48,revisado
1990-01-24,23:42:00,4.4,16.87,-99.92,10.0,"2 km al OESTE de ACAPULCO, GRO",1990-01-25,05:42:00,revisado
1990-01-24,23:49:02,4.2,16.8,-96.0,7.0,"53 km al SURESTE de TLACOLULA, OAX",1990-01-25,05:49:02,revisado
1990-01-25,20:20:17,4.7,26.1,-110.14,10.0,"95 km al SUROESTE de HUATABAMPO, SON",1990-01-26,02:20:17,revisado
1990-01-26,07:20:19,4.6,15.1,-99.13,20.0,"179 km al SUROESTE de PINOTEPA NACIONAL, OAX",1990-01-26,13:20:19,revisado
1990-01-27,00:28:56,4.2,30.45,-113.7,10.0,"97 km al SUR de PUERTO PEÑASCO, SON",1990-01-27,06:28:56,revisado
1990-01-27,02:03:51,4.4,15.64,-99.13,6.0,"131 km al SUR de SAN MARCOS, GRO",1990-01-27,08:03:51,revisado
1990-01-27,04:41:11,3.8,16.49,-94.21,82.0,"44 km al NOROESTE de ARRIAGA , CHIS",1990-01-27,10:41:11,revisado
1990-01-27,06:36:00,4.3,16.59,-99.96,20.0,"32 km al SUR de ACAPULCO, GRO",1990-01-27,12:36:00,revisado
1990-01-27,12:00:14,4.5,15.98,-96.19,52.0,"24 km al NORTE de CRUCECITA, OAX",1990-01-27,18:00:14,revisado
1990-01-28,02:54:15,4.5,15.65,-95.66,19.0,"53 km al ESTE de CRUCECITA, OAX",1990-01-28,08:54:15,revisado
1990-01-28,11:00:12,3.7,16.08,-93.97,73.0,"19 km al SUROESTE de ARRIAGA , CHIS",1990-01-28,17:00:12,revisado
1990-01-28,20:41:26,5.4,18.22,-102.59,58.0,"34 km al NOROESTE de LA MIRA, MICH",1990-01-29,02:41:26,revisado
1990-01-30,21:10:26,4.2,17.03,-94.29,59.0,"71 km al NOROESTE de CINTALAPA, CHIS",1990-01-31,03:10:26,revisado
1990-01-31,04:29:55,4.0,15.36,-94.86,8.0,"98 km al SURESTE de SALINA CRUZ, OAX",1990-01-31,10:29:55,revisado
1990-01-31,05:42:24,4.0,16.84,-98.98,37.0,"44 km al ESTE de SAN MARCOS, GRO",1990-01-31,11:42:24,revisado
